,nickname,userid,content,likecount,time,name
4380,那一座孤城,64408049,那次英语课，班里的同学都因为下午第一节课昏昏欲睡，老师让我唱首歌给大家提提神[流泪]，结果我唱了这首歌，大家听得很安静，我心里也很紧张，结果唱完后，班里炸开了，我也成了新的文艺班长，这可能是我高中最珍贵的一次记忆了，以至于现在我还忘不了，我心里的她看我的目光，当天晚上我就表白了…,14021,2015-11-14 06:07:48,如果当时
4381,超爱笑的糖QAQ,554911338,老哥这不对啊，我也写了。老师说我语法错误。。。,10075,2018-12-20 20:20:40,如果当时
4382,大菠萝O,60297721,[憨笑][憨笑]32岁的大叔表示灰常喜欢许嵩的歌,9047,2015-06-15 11:56:40,如果当时
4383,思夕颜画,279482289,你就说是王维写的！试试看老师的反应[大哭],7124,2018-12-21 13:46:10,如果当时
4384,一面仰望,32718832,因为这首歌，高三认识了一个女孩，可惜现在都不敢打扰。也因为这首歌，让一个初二的同学又记起了我，不知是喜是悲。与你若只如初见，何须感伤离别。致曾经一起听歌的你们。,6775,2014-10-26 01:26:11,如果当时
4385,城池,7314913,好好的一个庐州非要改名成合肥[大哭][大哭][大哭],207640,2015-04-13 20:32:31,庐州月
4386,留给中国队的时间不多啦,7180798,那年带着半个月的零花钱淘了个便宜MP3，512MB的TF卡已经很牛逼的那年，每次去数码店总要挑好久才下满的歌。如今应急买的手机内置32gb，无损的音质却也听不出那年嘈杂中歌声里的感觉。那年我戴着耳机，透过书本的上沿，偷偷看的是她扎的马尾辫，而今头枕着背包，陪伴我的只有车窗外的雨滴,93718,2014-11-10 13:34:30,庐州月
4387,节操满满的LC,82149476,叫合肥月这首歌就没法火了。,91929,2015-09-07 14:30:20,庐州月
4388,泡在丛林里的温泉,37271900,初三喜欢许嵩，现在大三了,53850,2014-11-09 23:01:06,庐州月
4389,_不及雨,70009999,初三的时候老师规定早上迟到的同学要表演节目，然后我就故意迟到了，只为在班上唱一首《庐州月》[大哭],48964,2015-11-19 23:03:34,庐州月
4390,迷乱的短发,83883941,OPPO里传来了一曲离殇[大哭][大哭][大哭],38590,2015-09-02 11:09:48,庐州月
4391,慢慢慢_赵,103343009,这词写的极为牛逼，所有尾子押ang韵...我没在别的任何歌里见过这么自然地押韵,38580,2016-03-07 23:43:03,庐州月
4392,zzy08,44326616,庐州被改成了合肥，兰陵被改为了枣庄[大哭][大哭][大哭],24419,2016-04-08 09:51:59,庐州月
4393,志宇轩,28244617,许嵩的声音文气，很轻俊，听起来感觉很轻松，是吧！？,22369,2014-09-01 12:01:49,庐州月
4394,坐在纸箱上想起疯了的朋友们,98617891,当年听这首歌，只是惊叹许嵩高超的才华，所有歌词最后一个字都压着一个“ang”的韵，如今我经历了这么多，才发现这首歌所表达的远远不止恋人之间的感情。泸州的月缺了又圆，月光一直洒在那座桥上，一切都没有变，只是人间早已物是人非，太多的殇，难诉衷肠，叹一句当时只道是寻常，,18013,2015-10-18 10:39:25,庐州月
4395,十二年义务教育平台,587429890,许嵩已经过气了，已经不红了！没必要追他了，他开演唱会一点也不好听，求求你们，追别人叭，留一张演唱会门票给我叭。我！真！的！抢！不过！你！们！啊！！！！！,13220,2020-04-04 11:23:12,庐州月
4396,你好-里昂,380613134,石家庄赵子龙说什么了,13152,2018-12-22 21:32:56,庐州月
4397,Eclipse423,28545475,月下的你不复当年模样,11964,2014-10-13 20:01:13,庐州月
4398,愿你永是幸福的千纸鹤,1542421304,你可以上网搜一下具体的庐州府与合肥的关系，合肥这个名字从未改过、也不是新取的，其历史比庐州这个名字还要悠久，二者概念不同概念要仔细分清。[呆][奸笑],11029,2018-12-21 18:51:14,庐州月
4399,YYYYY2301,1376839562,兰陵改名枣庄，庐州改名合肥，长安改成西安，建康改成南京还说的过去。。,7724,2018-12-23 01:25:54,庐州月
4400,torn7esoR,35400821,《东邪西毒》有段台词：我一直以为是我自己赢了，直到有一天看着镜子，才知道自己输了，在我最美好的时候，我最喜欢的人都不在我身边。,28921,2015-11-27 23:17:59,追
4401,BD7OBG,5850259,张国荣的一段口白，这么说到：“我坐火车从布鲁塞尔到阿姆斯特丹，沿途经过几百个小镇，飞过几千里土地，遇过几千万的人，我开始怀疑，我们可以唯一可以相遇的机会，会不会已经错过了？”,19934,2015-12-24 08:51:01,追
4402,Neubeginn-,246079710,【寻人启事】姓名：张国荣，于2003年4月1日离家，身高：1.75m.有着最优雅的微笑，有着天使般的面孔，有着天籁般的歌喉，有着美好的心灵，右腿膝盖有块胎记，离家时身着杏色西装，至今未归，若你见到他，请告诉他：我们都爱他，都在等他，说好一辈子的。,12337,2016-04-01 13:56:35,追
4403,solln,270584943,香港有句话“你靚，你能靚过Leslie？”,9361,2016-05-08 13:09:53,追
4404,枯木满落,31516093,有一个男同学说要跟我唱，可是我不太会唱，以后可能都不能在一起唱了,6802,2015-04-28 11:47:23,追
4405,philosophias,68401257,Leslie身上有种致命的毒药般的诱惑力，它可以轻易地让人喜，让人忧，甚至让人生，让人死。,6253,2015-07-24 12:47:16,追
4406,牛大春_,289174421,哥哥去世后一片怀念之声，可生前又有多少人骂过他不知羞耻基佬一个，杰克逊去世后直呼此后再无巨星，可生前又有多少人相信那莫须有的娈童案，吴清源去世后多少人感叹大师逝去，觉得他真是中国的骄傲，可生前又有多少人指着他的脊梁骂他汉奸骂他不是中国人。。。。我们的宽容和善良，永远留给死者吗,6008,2016-12-11 16:05:33,追
4407,枯木满落,31516093,发现长大后喜欢的歌都是小时候什么都不懂时就听过且喜欢的歌！,5198,2015-04-28 12:05:35,追
4408,迎雾,285558829,还是想再说一遍金娜的采访故事：「 我人生第一次采访是 98 年在花园饭店，因《红色恋人》访张国荣。鼓足勇气举手问：你会为爱而死吗？全场哄笑。我脸刷的红了。哥哥说：你问的好，但电影是电影，人生是人生。群访结束，他特地走到我身边说：不要在乎他们的笑声，你问了今天最好的那个问题。」,4913,2016-07-04 00:48:20,追
4409,luluno,79585644,好像大家都习惯了Leslie忧郁的样子，其实没有得抑郁症之前完全是个逗逼加小傲娇,3839,2016-05-31 03:10:00,追
4410,肥肥face_yison,52566368,张国荣一段口白这样说到:“我由布鲁塞尔坐火车去阿姆斯特丹，望住窗外，飞越过几十个小镇，几千里土地，几千万个人。我怀疑，我们人生里面，唯一可以相遇的机会，已经错过了？”,3153,2016-01-16 07:45:12,追
4411,郭克梦勒斯,112539399,明明这个人我从来没见过，却还是那么那么喜欢。,2966,2016-04-01 00:07:07,追
4412,兔糖儿,34163934,电影版的前奏，不能再喜欢了。这版感觉更强烈，是你，成功了败了也完全无重要。,2718,2015-02-08 00:40:14,追
4413,带着收音机去看海,14212159,[爱心][爱心]  没想到这首歌评论这么少··    倒也觉得这样也好   仿佛像哥哥只属于我们自己  珍爱,2328,2015-11-07 10:40:05,追
4414,-知足zzz,315286967,今天吃晚饭的时候 和老妈聊起张国荣。外婆在一旁听着。（她过去是个农村妇人 一心只在打理家事 对张国荣只有耳闻 对他的事也不大关注。）她突然就说：张国荣我知道的，现在是不是也是个老头了。我和老妈一时语塞。说不出话。,1705,2020-03-13 20:12:14,追
4415,Adia的半亩花田,36222980,我们听歌的时候 其实暴露的 大都不过是小情绪而已  所谓小情绪 就是 并不会对生活造成实质性影响的  反正 轨迹不会变 是吧 是我们是什么样的人决定了我们听什么样的歌  而不是听什么样的歌决定我们是什么样的人^_^  不要沉溺于小情绪之中 乖啊。这一路时光温柔也好，坎坷崎岖也罢，总得向前——给自己,39421,2015-01-25 01:35:50,爱的代价
4416,NVH小王,18343953,李宗盛真混蛋，每首写给别人的歌自己都要唱，唱的比别人还好听。。,28537,2015-02-12 21:34:09,爱的代价
4417,TockyChen,42991893,2004那年的5月17号，我含着泪听了半夜，之后我再没有为爱情留下一滴眼泪。因为在感情的路上，人只能跌倒一次。,15031,2015-01-04 23:30:01,爱的代价
4418,赵赵赵赵赵丿,275764940,我前女友是一个饱读诗书的人，她没有跟男方要房，就提了一句，要个书桌。后来我听说，他们去家具市场看了一个桌子，1500块，男方的姐姐说太贵了，买个梳妆台算了，花了750。我听到这个消息的时候，泣不成声。,10224,2019-12-15 17:54:09,爱的代价
4419,虎牙木兰橙,1408119135,年少不听李宗盛，听懂已是不惑年！[流泪],7706,2018-10-24 23:54:37,爱的代价
4420,海上雨人,39439886,两年时间，买了房子，结了婚，孩子快生了，贷款买车了。长大了，压力大了，为家付出快乐啦！,5193,2015-01-24 07:19:51,爱的代价
4421,十分制,62761137,“还记得年少时的梦吗，像朵永远不凋零的花。”,4689,2015-10-31 22:11:47,爱的代价
4422,白玄仿,45652446,年少莫听李宗盛,4109,2014-12-26 08:27:59,爱的代价
4423,Qfmfq,41190796,记得有次和同学在凌晨一起打车回家，经过十字路口时遇到红灯。边上车道停着一个小伙子，可能是红灯时间太长他掏出了烟点着，打开车窗开始抽。他的车里刚传来这首歌，很熟悉但当时一直想不起来歌名。就看着他手杵着一口一口的吸烟吐烟，盯着红灯，很有心事的样子，觉得这场景简直就是这首歌的标配。,4011,2015-07-24 16:45:12,爱的代价
4424,盛夏白瓷乌梅子汤,1457820062,所有男孩子小时候的梦想绝对不是在城里买一套房。,3711,2020-05-12 23:53:43,爱的代价
4425,唯啊洋,1881797972,"正在听歌的那位,没错就是你,  你以后绝对会有出息 真的。",3452,2021-09-06 00:11:41,爱的代价
4426,Jeongkeen,442253535,年少不知李宗盛，再听已是罗志祥,2969,2020-08-07 01:49:36,爱的代价
4427,卧听丨雨随风,436689195,她在你眼里，在你心上，远胜腹有诗书；但在某些人口里，在某些人手下，不过是一抹残红。。。。白衣胜雪，残阳如血，敌不过时间匆匆，抵不过一声幽叹。,2963,2020-04-29 18:20:06,爱的代价
4428,-w卷卷毛,538835403,我也想我前任了……天冷了不知道他的棺材有没有漏风……,2369,2020-04-22 17:02:37,爱的代价
4429,偏要潦草收场吗6,1767919010,宫崎骏曾写下：“你不会遇到第二个我友情也好，爱情也罢”失去什么都坦然接受了唯独失去你的时候，我差点没缓过来如果重来一次，我就记住初见你的模样然后躲在人群里，再喜欢你都不会说在你来过后的每个人，我都不敢抱太大期望，这是阴影，也是教训,2355,2019-12-26 23:23:28,爱的代价
4430,用户76261014,76261014,最绝的是这歌的国粤语双版是不同的风格,3231,2015-06-24 04:32:31,色诫
4431,帐号已注销,72844015,纵观整首歌，旨在表达一句话：看脸,2888,2015-10-18 09:10:33,色诫
4432,今生今世简单,59797908,那时候有个校草男朋友，听这首歌听到心颤。到底是爱他的脸还是他。,1500,2016-01-02 00:14:07,色诫
4433,风月912,260418571,幻乐一场演唱会上，“他容颜都烧毁，你有没有所谓”太酷了，反复看好多遍还看不够，年纪越大越懂王菲，也越爱她。,1454,2017-01-05 13:09:19,色诫
4434,衫璧,50630103,王菲的歌从来都是轻描淡写唱出来 但是歌词得细细揣摩 小学跟着老妈听只是听个旋律和唱腔 现在长大了再继续听还是觉得果然是最爱,1415,2015-04-15 20:53:02,色诫
4435,y一世长安,75956090,真是个老妖，这嗓子，太任性了！,1327,2016-01-08 22:33:33,色诫
4436,Ririkkko,135050758,简直了林夕简直把看脸这件事发挥到了极致。,1321,2016-03-14 01:00:05,色诫
4437,单眼皮-喵,282883019,总觉得王菲股子里是个rocker,1166,2016-12-31 20:15:06,色诫
4438,大西洋吹来的风,281208597,我觉得喜欢王菲的人无论男女都有洒脱或者说决绝的性子[呆],980,2016-12-31 20:00:51,色诫
4439,Edesmire,50097189,不明白这么好的歌为什么这么少的评论，我记得我第一次听这首歌笑着笑着就哭了，写的真的很好,606,2015-01-17 16:17:41,色诫
4440,三岁的Joanna,33986070,我觉得现场唱的比cd还要好_(:3/Z)_,556,2016-12-31 20:48:37,色诫
4441,Blackstone_,50874756,以基佬之心度直男之腹[怒],367,2016-10-01 18:07:49,色诫
4442,Valentire,35664691,难道这个叫先森的是女生嘛[大笑]你才醒醒吧哈哈,324,2015-09-11 11:25:56,色诫
4443,旁观者AA,284985328,因为相貌而爱上一个人不见得就命短，因为世俗的原因爱上一个人也不见得就肤浅。爱本身便是高贵的，无论因为什么原因爱上，爱了就是爱了，这比什么都重要。——《情人》,286,2019-09-30 11:12:27,色诫
4444,DF-Brian,1303952171,谁说喜欢王菲的都是基！！！ 我是性别男爱好男的钢铁直男好吗！ ,223,2018-01-12 01:51:17,色诫
4445,yyn74511940,39762841,因为梅艳芳唱的是自己，所以任何人都超越不了,43513,2014-10-21 21:21:20,女人花
4446,无冬之瓜,17681751,这是我听过最为凄美的歌词。女人用一生最宝贵的时光积蓄力量，迎接那一次无怨无悔的绽放，然后用余下的生命等待枯萎和凋零。刹那间的芳菲惊艳了世界，却黑白了自己。谁能理解遍地繁华下贫瘠的泥土和孱弱的根，谁能读懂无尽眼泪里冲刷出的真。女人心是水做的，所以眼泪总也流不干，流干了，也就没有心了,26349,2014-11-19 13:08:50,女人花
4447,帐号已注销,92417203,很久以前，没有胭脂，女人的脸只为情郎红。,24940,2016-03-10 11:15:37,女人花
4448,阿藻icehhun,6314509,觉得这首歌她是在唱给自己，所以只有她能唱出味道，其他人的翻唱无论如何都及不上她。,10246,2014-10-10 05:48:26,女人花
4449,艾塔塔酱,86610154,也许没有人注意到这条评论，但也要写出来。阿姐很少唱这首歌的，她觉得歌词的情绪过于负面。我们大多数人是从这首国语歌认识阿姐的，但是阿姐真的不是内地媒体渲染出来的悲惨女人形象，她是香港的女儿，演艺人的我大姐大，也是自带逗比与萌属性的梅宝。,9560,2016-03-15 09:48:06,女人花
4450,LangleyLeong,15872891,我乾媽最喜歡的一首歌，她一生未嫁，因為她患病，壽命由天定，不想拖累別人。她雖然一個人，但過的永遠很精緻，對我，對周圍的人都特別好。,8665,2015-04-27 22:40:26,女人花
4451,忆往惜1982,42776794,越听这首歌，就越爱自己的母亲以及妻子！再多的话语也无法表达对她们的爱，这时感觉语音好苍白…,8445,2015-02-10 17:01:42,女人花
4452,守望老家的星星,7887831,若是都还在，多好,5902,2015-01-05 21:56:16,女人花
4453,千长街,97760183,知音啊，梅姐曾经说过自己不喜欢女人花这首歌觉得这首歌很商业化，她一直是个坚强乐观向上的女强人，她说过描述她一生的歌是夕阳之歌，我相信她内心绝对有柔软的一面，但绝对不是这么悲情。以及她和哥哥的四十之约明明是一句玩笑话却被讹传成悲剧爱情故事，也是很无奈的事情,5261,2016-03-17 23:59:45,女人花
4454,苍茫大地_-谁主沉浮,2881323,劝君莫惜金缕衣，劝君惜取少年时。 花开堪折直须折，莫待无花空折枝。,4924,2015-03-26 10:03:18,女人花
4455,raulk,19606020,18岁那年，高考完后，她在KTV里拿起话筒，随着节奏轻轻摇头唱起这首歌，让我心生波澜。后来异地恋四年，分分合合许多次，终究是差了一点缘分。如今她已为人妻，但十年长情一生难忘，青葱岁月她无意唱起的这首歌，却是我记忆里最动听的旋律。我知道终有一天，你会看到这篇评论的，云，要很幸福哦。,4529,2016-06-26 06:06:21,女人花
4456,惨绿青-年,90489176,一夜，我们两个男生在KTV合这首歌，旁边的女生笑两个大男生唱这么女人的歌。真希望笑我的她们青春永驻，永远不要懂这首歌,4263,2016-02-28 14:58:45,女人花
4457,鲜城多,40900796,前一段时间，某商场请来一位变性歌手（人妖）在台上唱歌。现场演唱了这首女人花，从她神态流漏出女人柔情似水，风情万种，眼神带着悲伤。台下的观众拿着手机不停拍照，我只是停不住双手默默鼓掌。,3345,2015-03-28 15:58:59,女人花
4458,刘老丝LL,12897689,不能忘记梅姐在告别演唱会上身披婚纱说的那段话。她说，她相信自己已不再有机会结婚。“什么也没有，扑来扑去，也落空。夕阳很美好，只是近黄昏。”让我在半夜哭成了狗。,3340,2016-05-23 01:29:56,女人花
4459,梦龙,403402,妈妈去世前最爱这首歌。,2962,2015-03-27 04:34:40,女人花
4460,鱻000,50378055,在我心里是那英最好的歌,2774,2015-04-18 16:39:07,相见不如怀念
4461,哔哔_哔哔_,74116057,这首歌鼓点真的好前卫，难以想象,2538,2015-10-17 10:43:08,相见不如怀念
4462,Penny_sun,123774276,记得高晓松在《晓松奇谈》中提过，日本的作曲非常厉害，有无数优美的旋律诞生在日本，因为日语发音不好听，所以一定要有好曲去配，反而中国从至今重词人，词的意义，文字押韵脚，谱曲都比较平白。这首歌就是两者强强的联合，永远的经典。,1553,2016-03-05 04:20:58,相见不如怀念
4463,专杀前女友,439421486,虽说相见不如怀念 但不相见哪来的怀念[哀伤],1142,2018-05-19 22:08:05,相见不如怀念
4464,Rusty_JoceLyN,52682546,这本来就是合作曲，aska给那英写的，也是那英先唱的，后来aska又唱了日语版，不存在谁翻唱谁,978,2015-04-06 23:19:05,相见不如怀念
4465,陈阳云音乐,44557009,这是我，跟日本的一个音乐人aska合作的一首歌，歌名叫相见不如怀念，会唱的一起唱。,866,2015-05-03 00:41:01,相见不如怀念
4466,办他,51990082,劳资很喜欢这首歌，第一次听它的时候还是一个年少懵懂的傻叉，嘀咕啊，那姐咋会唱这么欢型的歌！不是山不转水转的风格么？后来发现那姐真的算是内地流行乐坛的大姐级别啊，那时我还在玩泥巴，她就已经唱很牛逼的爱情歌了。,548,2015-04-22 03:01:24,相见不如怀念
4467,三只猪q,44946972,愿你永不老，愿你永欢笑，愿回忆永在，愿再不相见,513,2015-07-22 23:49:59,相见不如怀念
4468,去冰无糖奶茶-,69430544,我就是这样想的，与其要见面让他看我胖的样子，还不如让他怀念我瘦的时候[奸笑]，等我瘦成闪电再见。不想你！,220,2015-05-19 09:45:43,相见不如怀念
4469,z一生一世一双人,536202298,喜欢听老歌的人，都是纯粹的人，不喧哗、不世故，不擅长交际，和善待人，有自己的想法和信念。独守一隅，安定淡泊，内心世界极其丰富。愿爱听老歌的我们被这世界温柔相待。,161,2019-05-07 22:51:44,相见不如怀念
4470,琢磨星辰,70658362,有时会想念一个久不联系的人，翻来覆去思量着终究还是放弃。时光变迁再无交集，已经找不到可以联系的理由。因为不确定对方是否也在想你，于是故作潇洒地说“相见不如怀念”。,153,2017-10-17 21:21:14,相见不如怀念
4471,我喜欢的人是胡歌hh,452999201,有多少人是跟我一样听了蒙面唱将猜猜猜来的，可惜找不到那个版本的，,132,2017-10-06 21:22:20,相见不如怀念
4472,哎呀咿呀727,508166318,合格的前任应该像死了一样,130,2019-04-21 13:46:28,相见不如怀念
4473,回忆是可怕的敌人,368564096,什么翻唱啊？这是人家送给那英的歌曲，有关系也是合作关系！,129,2019-04-18 03:33:15,相见不如怀念
4474,大天使涛,19869374,老哥耳力是不错，这首曲子是当时大名顶顶的恰克与飞鸟组合的飞鸟凉作曲的，听着节奏就不太一样。,124,2019-04-13 07:56:19,相见不如怀念
4475,思恋是一种饼,3119544,那些年老子一点钱都用在路上了…结果尼玛…对方出轨…每每听这首歌我都超揪心。,16758,2014-10-27 19:34:18,漂洋过海来看你
4476,布鲁斯特应届生,9126029,由“漫天风沙里”这句可以推断出在北京！,10047,2014-10-20 12:09:07,漂洋过海来看你
4477,福瑞德姆,17880113,歌手金智娟，曾经因为结婚走入家庭，离开演艺圈多年。她个人独唱的歌曲，最红的要算是《飘洋过海来看你》，这首歌就是描写她近20年前，爱上一名北京男子的苦恋故事，娃娃录唱这首歌时，几乎哭到录不下去。不过，这么动人的词曲，竟是唱片制作人李宗盛一边在店里吃牛肉面，一边在餐垫纸上写出的！,6705,2014-11-23 06:23:51,漂洋过海来看你
4478,RichChiggs,61277536,每次要跟他见面，我都会多垫两块胸垫[呆],5495,2015-05-21 18:42:29,漂洋过海来看你
4479,皓_皓,2985267,是我老了，还是现在的音乐人真的写不出这样的好歌了。,4650,2014-11-21 15:11:47,漂洋过海来看你
4480,着调不着边,1561344,昨天 她结婚了 主角不是我 消息祝她幸福 她说 别把她妆弄花了 以后再也没人漂洋过海来看我了 向来缘浅 奈何情深,3152,2015-01-18 10:48:14,漂洋过海来看你
4481,scaa,3701104,这种歌好像一听就很有故事，不是无病呻吟，就算没有经历，谈不上感同身受，隔靴搔痒总也是骚痒啊。。。,1929,2014-10-17 00:16:28,漂洋过海来看你
4482,你不是真正的快乐-1,49041752,男人最没用的东西就是一无所有时候的温柔,1791,2015-09-26 23:24:51,漂洋过海来看你
4483,Villa221,52203884,4年前的圣诞节，从武汉到哈尔滨，2600公里，28个小时的火车，重复听着这首歌十几小时。我一直在想啊，该以什么方式见你，虽没有漂洋过海，但却穿过了半个中国。到锦州的时候，看到你发的收到的99朵玫瑰，我没选择回去，也没去找你，只是到了你的学校，看了你生活的地方，现在毕业了，我还是想你。,1575,2015-08-17 00:53:55,漂洋过海来看你
4484,朱美玲是个大美铝,72323983,是的，异地恋是不会有结局的。,1105,2015-10-31 15:59:35,漂洋过海来看你
4485,噜杰,40242240,唉，自己爱的深沉的人说走就走了…,710,2014-10-30 10:37:27,漂洋过海来看你
4486,瘾男_hclY,7910801804,你跋山涉水去见的人根本不会牢记你， 她只会记得自己跋山涉水见过的人,535,2022-11-29 10:25:48,漂洋过海来看你
4487,-林西瓜-,37988182,若是相互羁绊 不如各奔天涯,430,2015-10-31 19:36:32,漂洋过海来看你
4488,levana92,262515075,我没有漂洋过海的爱情，但是对感情的执着每个人都一样吧；没有什么值得怀念的感情，但是对感情也依旧充满希望。,383,2018-03-08 02:44:58,漂洋过海来看你
4489,程Neo,79896445,这首歌陪伴我坚持了五年的异国恋，最终还是败给了距离，感谢你陪伴我度过最孤独的岁月，偶尔点开微信里你的头像，想看看你的朋友圈，可惜早已没有权限，我们的照片我想我会永远的保存下去，只是不会再主动的去看，希望你过的好，可能在某个时候，想起我曾经为你唱过这首歌吧,333,2018-03-07 04:59:47,漂洋过海来看你
4490,摇滚天王杨臣刚,1386729,陶喆最被低估的一首歌之一,4374,2015-02-05 00:00:57,沙滩
4491,Crosse,47761818,陶喆自认为诠释难度最高的歌，没有之一[爱心],2723,2015-01-05 16:27:21,沙滩
4492,Halimulan,103535803,"沙滩这歌，第一不是冷门歌～第二也没有被低估。陶喆作为新人就凭借这张同名专辑入选金曲奖6项提名，其中《沙滩》入选年度最佳歌曲。只是之后在大陆更通俗和大众化的《爱很简单》流传的更广。",2572,2016-01-28 01:38:14,沙滩
4493,王安诗,35009039,华语里面这么好的歌却很少人知道，真是悲哀,1513,2015-02-27 15:43:54,沙滩
4494,帐号已注销,31499502,感谢新耳机，终于听出来陶喆歌曲的编曲录音有多么精致。,1174,2014-08-01 15:59:56,沙滩
4495,帐号已注销,397390994,陶喆的歌这么超前，以后的人追的上吗[大哭],1085,2017-02-04 23:45:03,沙滩
4496,倾听另外,349243419,王力宏牛津大学演讲推荐了十首华语流行歌曲代表作是1.邓丽君《月亮代表我的心》2.蔡琴《被遗忘的时光》3.崔健《一块红布》4.王菲《我愿意》5.庾澄庆《靠近》6.张惠妹《Bad boy》7.陶喆《沙滩》8.周杰伦《东风破》9.Miss Ko《Slide》10.方大同《BB88》,1084,2019-03-22 13:34:18,沙滩
4497,JinQ往前,6090559,很轻，很柔，很好听，就像加了特技。,998,2015-03-21 21:52:33,沙滩
4498,vespertine,42859218,陶喆所有歌里最爱的一首 没有之一,872,2015-05-18 01:30:44,沙滩
4499,三言不语,57374392,我从没见过大海，但是这么多年的了，每次闭上眼听这首歌，我都感觉自己亲身独自走在海边沙滩，缓缓挪着脚步叹息…,816,2015-04-26 00:41:10,沙滩
4500,hjyinn,53062481,这个编曲的精细程度……可怕，更可怕的是他的歌都是自己编曲,537,2020-03-12 10:15:52,沙滩
4501,爷爷关注我女鞋设计师,19177920,我轻轻 抖落鞋里的沙，多么悠哉悠哉的歌词，听着是多么舒服舒服啊~~,513,2015-05-04 23:46:19,沙滩
4502,讶匹呀,514791243,这首歌有什么魔力啊，第一遍觉得一般，然后接着听了一遍，发现停不下来了[多多大笑] 现在还有00后听陶喆这种高级音乐审美的歌吗[多多捂脸],477,2022-12-09 22:19:29,沙滩
4503,iris0812,79271934,啊 从前陶喆还是音乐教父的时候 就喜欢这首歌，现在 他成了不知所谓的渣男了。。。。歌还是好听，对艺术家不能要求太多,454,2017-05-12 11:14:33,沙滩
4504,zuozuozhu,302290941,华语乐坛神曲当中最亮的一颗，是怎样神奇的大脑能写出这样的旋律[流泪][流泪][流泪],418,2017-02-25 15:03:00,沙滩
4505,牛奶拼图_noeiner,42552299,舍友在宿舍放这首歌的时候，我说我妈也经常唱这首歌的高潮部分。舍友告诉我说我妈应该是唱给我的。然后有天在咖啡厅突然想到这首歌，搜来听，看到高潮前的歌词当场听哭了[流泪],23952,2015-08-17 05:00:42,人间
4506,麋鹿与王子,28550192,人这辈子，最怕突然把某首歌听懂了,20164,2016-10-21 10:31:40,人间
4507,江昕昕昕昕昕,8463699,这首歌充满了王菲对童童的希冀，满满的都是爱....这才是正能量！,16067,2015-03-01 23:02:22,人间
4508,帐号已注销,249924685,不要熬夜，不要抽烟，不要总是一醉方休。世间那么多人，总有那么一个在担心你。,13633,2016-05-24 19:45:23,人间
4509,桐原同学,283005097,高一的时候 我们的化学老师有一天上课的时候 突然泣不成声 脸转过去然后停顿了几秒 又努力平静给我们讲课 元旦的时候 老师在晚会上唱了这首歌 很动情 歌声细腻的像珍珠 我突然感觉 她是一个有故事的女生[星星],10966,2016-09-25 20:39:20,人间
4510,靳甜甜JJJ,40530169,还有一周就要临盆，怀胎十月，一直用这首歌给腹中胎儿胎教。妈妈不要你多么出人头地，妈妈只希望你一生平安健康快乐，做个幸福的普通人就好。你的到来，让我开始怕死，我怕我死了，这世上再没有人像我这般爱你。我爱你，我的胖妹儿！,10429,2016-12-18 14:40:34,人间
4511,_____________1罐可乐,75483482,评论功能不说别的，起码让你知道，你不是只有一个人在听这首歌,8393,2015-07-21 13:21:45,人间
4512,林静莺啼远,32470454,每当听到这首歌时，总会想到《挪威的森林》里的直子和渡边，这首歌真像是直子给渡边写的遗书。,7430,2015-06-21 01:29:38,人间
4513,栗子当自强-Linnie,51576753,天上人间 如果真值得歌颂  也是因为有你才会变得闹哄哄,6627,2015-08-10 08:49:26,人间
4514,FreeEyre,383161035,她活成了很多人不敢活的样子，冒犯了许多人将就的人生。,6373,2017-02-22 18:43:13,人间
4515,沸源,3557979,陈家瑛说，王菲很聪明，什么事都明白，但是她的想法很简单。我觉得这是一种行走世间的孤勇吧，删繁就简，永远童真的女神。,5843,2016-12-12 22:10:12,人间
4516,帐号已注销,48453513,陪安东尼度过漫长岁月   才来重温 王菲人间 的,5268,2015-11-22 09:24:49,人间
4517,阿瑟谷子,2148605,我认识一个很爱写字的男生。他告诉我说，如果一定要写一个故事，主角一定在找一棵开满鲜花的树，具体是为什么，他也说不清楚。他只是很认真地告诉我说，这故事一定会有一个很好的结局。这个男生的名字叫做安东尼。---- 周末想看《陪安东尼渡过漫长岁月》,4090,2015-11-13 18:17:13,人间
4518,WuliYooki,407476825,“年轻人，你的职责是平整土地，而非焦虑时光。你做三四月的事，在八九月自有答案。”,4038,2019-02-23 08:45:28,人间
4519,Hsiaohwa,50225967,结婚不一定是为了幸福，但离婚一定是。——鲁迅,3517,2020-05-07 09:08:16,人间
4520,Erasis_,39400682,看完志明春娇3来的 扎心了。,1443,2017-04-23 19:27:39,梦一场
4521,Wundaisy,267878118,我是听了欢乐颂赵医生唱的过来听歌的,1174,2017-05-22 12:00:13,梦一场
4522,大西几,32424328,最开始的一二三好诡异………,793,2014-12-18 22:55:09,梦一场
4523,小鸟睡在我的身旁,50415407,不要再说李健版本好还是娜姐版本好了，各有特色罢了，最大的问题是：我就是不明白了，这首歌听的人这么少？？？,737,2015-05-09 17:58:14,梦一场
4524,彭奕医生,59593639,"总结就是一句话:早知道你TM出轨了,我也该给你戴绿帽子!",578,2015-11-16 10:39:28,梦一场
4525,乌衣巷陌,45616619,据说厦门是一个温暖的城市，会不会也能遇见一个温暖的人。此刻，身在江南，心却总在远方。细腻的江南水乡下起了粗犷的雨来，勾起了我许久不愿细腻的情思。,574,2015-05-18 11:37:39,梦一场
